index,time,conversation
4716,11:00,Yeah.
4717,11:00,I'm in San Antonio.
4718,11:01,Know what job that he had. Are you out of your undergraduate program.
4719,11:01,Yeah.
4720,11:01,No I didn't have any job actually I want to do my higher studies and then I'
4721,11:01,You have goals coming up.
4722,11:01,internships.
4723,11:01,Yeah I did internship in India actually in the SNL where they taught us about
4724,11:01,or fourth semester.
4725,11:02,I'll try this
4726,11:02,again. But I'd rather go into academia to be honest with you but not in this
4727,11:02,I'm kind of taking this round out my computational basis so that I can go back
4728,11:02,And I haven't quite decided yet but I'm looking into that. There's a couple of
4729,11:02,Just trying to find a place where it can be a part of it.
4730,11:02,And so I guess I've been looking at some internships that not necessarily AI
4731,11:03,Oh that's great.
4732,11:03,So I know you're working right.
4733,11:03,You're working right. At present yes I'm working.
4734,11:03,Okay.
4735,11:03,Work it up.
4736,11:03,Quite a few places Actually I have a business that operates but actually don
4737,11:03,I'm making more doing other things on on the on the side so other things that
4738,11:03,If I were to be there by myself or doing it not by myself.
4739,11:04,So I'm part of the
4740,11:04,policies.
4741,11:04,We don't
4742,11:04,work at it working on.
4743,11:04,Now what
4744,11:04,I was doing high
4745,11:04,do home visits as well. So for for different types of reasons but mostly to
4746,11:04,Those are the ones that kind of take.
4747,11:04,But yeah
4748,11:04,that's great.
4749,11:04,Shall we start again.
4750,11:05,Yeah.
4751,11:05,So this is where
4752,11:05,was this is the
4753,11:05,ski ski ski.
4754,11:05,ski. So the box game. We're making lines to create a box. And once you create
4755,11:05,So the objective is to create a box.
4756,11:05,And if you do create a box.
4757,11:05,Once we get.
4758,11:05,If you don't create a box of that time you don't get another time so we creat
4759,11:06,deviation first letter.
4760,11:06,And then yeah so pretty simple you just make a line one line from one another
4761,11:06,Okay. Yeah I got it.
4762,11:06,Um I guess unmute. So I'll I'll let you go first.
4763,11:06,So we can put some line in there but were you.
4764,11:06,Okay.
4765,11:06,So I will be starting again.
4766,11:07,Oh.
4767,11:07,Oh.
4768,11:07,you're just joining
4769,11:07,us
4770,11:07,class and good looking good.
4771,11:08,Introduction to computer security cryptography and AI.
4772,11:08,com.
4773,11:08,Sorry.
4774,11:08,No actually.
4775,11:08,This is my first semester so I just stopped it for these three courses.
4776,11:08,I'm talking about.
4777,11:08,So what do you
4778,11:08,do graduation is. I took computer science right.
4779,11:08,So I have different courses like senior c c++ Python.
4780,11:08,Likewise network security.
4781,11:09,He taking control equations and then yeah I have differential equations yeah y
4782,11:09,Yeah that's the mathematics curious.
4783,11:09,Yeah drop booty I have differential equations and we have even linear equatio
4784,11:09,it's your turn.
4785,11:09,I just joined this one here.
4786,11:09,Would you mind sharing anything background
4787,11:09,with another course of study. And
4788,11:10,actually I'm very interested in computer security.
4789,11:10,I did CCA. Yeah my most major is in that I did even Cisco certifications. Yes
4790,11:10,And we're we're working on some Google certifications.
4791,11:10,Okay.
4792,11:10,So what. Yeah it's your turn.
4793,11:10,So what causes you opted for the semester.
4794,11:10,On some level in courses that I'm taking a course with MATLAB.
4795,11:10,It's an undergraduate course that's kind of this really is how to program MAT
4796,11:11,Yeah I did but MATLAB. So in physics we did.
4797,11:11,We gain mathematical.
4798,11:11,But I guess what he must be Matt Lauer Yes.
4799,11:11,Yeah it's yeah.
4800,11:11,It's a MATLAB it's a software right we just write the equations all that in
4801,11:11,I have it I love that I did it in my undergraduate.
4802,11:11,I use that on you
4803,11:11,put it in global in course those two to put something on but I mean it's just
4804,11:11,You know that's the what everybody uses for the biomedical engineering stuff
4805,11:11,But honestly I'm taking that on this course.
4806,11:12,I couldn't replace myself because I was trying to replace myself but my my bu
4807,11:12,I thought I would be able to do it by now person.
4808,11:12,Quit prison or the other not ready to quit but they didn't start at the star
4809,11:12,which I think somebody hundred thousand dollars a year for this position you
4810,11:13,Oh it's your turn.
4811,11:12,You just joined it yeah just joined the one. Oh yeah this one right at the t
4812,11:12,Okay.
4813,11:13,Oh that's interesting. I know.
4814,11:13,I'm almost certainly.
4815,11:13,Yeah i don't think anywhere.
4816,11:13,I think I need to give you a block.
4817,11:13,Yeah.
4818,11:13,One.
4819,11:13,gave them. I'll just give you a block.
4820,11:14,So now I continue the
4821,11:14,online.
4822,11:14,I can can you because I've had a blog.
4823,11:14,All of these online.
4824,11:14,Because each time you make your blog. I believe that.
4825,11:14,So but you've actually won.
4826,11:14,I now have to place a line. I'm forced to place the line.
4827,11:14,So
4828,11:14,yeah. What places you.
4829,11:14,You know it's your.
4830,11:15,I need to put your
4831,11:15,lucky use the squiggly line the scribble scribble probably pretty enough okay
4832,11:16,Want me to just scribble it.
4833,11:16,Okay.
4834,11:16,I'll do one.
4835,11:16,Yeah.
4836,11:16,But you take a pencil one.
4837,11:16,So right here.
4838,11:16,Easy.
4839,11:16,on the drop down menu.
4840,11:16,There's a line arrow and scribble
4841,11:16,it.
4842,11:16,Right after Paloma.
4843,11:16,Just have to line one
4844,11:17,right so right next to the arrow where you have a line.
4845,11:17,Yeah.
4846,11:17,I just say Good day all the way to school.
4847,11:17,Yeah okay yeah I go.
4848,11:17,Yeah.
4849,11:18,Yeah.
4850,11:18,Alright so we should get an email with that
4851,11:18,inbox.
4852,11:18,And just check that.
4853,11:19,We require one. The first one that we were just messing around with.
4854,11:19,Yeah.
4855,11:20,And
4856,11:20,the second one. Yeah.
4857,11:20,return we'll be doing the second. Is it the rodney king.
4858,11:20,Oh no I just want to make sure that we're doing it right. So I'm looking for
4859,11:20,Okay.
4860,11:20,I'm running running one right now you want to.
4861,11:20,So we need to play two games actually
4862,11:20,in production.
4863,11:21,Daniel how many games we need to play in total.
4864,11:21,You know with a person to a total we should we should always be trying to be
4865,11:21,Okay actually a person told me my friend told me that we need to play at le
4866,11:21,It will talk to them on a TA.
4867,11:22,On Friday and said just play to two different games with one person for try to
4868,11:22,Yeah.
4869,11:22,I'm not sure I'm supposed to stop the recording at this point but what I guess
4870,11:22,I guess let's just play the second game because it doesn't say anything about
4871,11:22,I think they're both the game should be continuous.
4872,11:23,Okay. I'm sure some data will you know won't translate at least.
4873,11:23,So I guess let's play the second game.
4874,11:23,Okay.
4875,11:23,I don't know exactly if I want to do
4876,11:23,this a long game.
4877,11:23,Shall we play just tic tac toe. It will be completed. So
4878,11:23,we can play checkers.
4879,11:23,Okay that's fine. Me using the sun
4880,11:23,card games that I Oh go to checkers.
4881,11:24,Okay then shall we play checkers this time. Yeah on on card games I Oh g
4882,11:24,Can you please send me the link.
4883,11:24,The same.
4884,11:24,Yeah I got it.
4885,11:24,Yes.
4886,11:24,So when
4887,11:24,you play checkers before.
4888,11:25,I know I didn't know.
4889,11:25,Okay so this is checkers essentially I'm going to a.
4890,11:25,You could only move that ugly.
4891,11:25,And so you select a piece.
4892,11:25,And then you click on where it can go. The object of the game is to skip or ju
4893,11:25,For instance if you had one piece that was at the bottom and a piece that it
4894,11:26,then it will let you or you can skip that many if you get to the opposite fo
4895,11:26,But initially only the piece of pieces are only able to forward.
4896,11:26,And again only dad knowing so in this case we're only going to be moving on t
4897,11:26,Okay.
4898,11:26,Yeah. Hi guys.
4899,11:26,Press OK on the rematch.
4900,11:26,Yeah it's my turn. and I'm going to move one piece.
4901,11:27,So I'm one key setup escape for you So you would essentially take that piec
4902,11:27,Okay.
4903,11:27,And that's how you win the game. Once the other opponent. No more pieces. That
4904,11:27,that you turn.
4905,11:27,Okay
4906,11:27,what classes are you taking this semester.
4907,11:27,Yeah Introduction to computer security cryptography and a
4908,11:27,quantum cryptography you
4909,11:27,know actually we are in.
4910,11:28,I see algorithm and public key cryptography we are.
4911,11:28,Love and Friendship like you saw something called solid state visits. After do
4912,11:28,And they were
4913,11:28,wanting really their work done on purpose but they also be
4914,11:28,was you're interested field.
4915,11:28,I'm like I'm learning really modeling and already
4916,11:28,going for it.
4917,11:29,Like it's the problem.
4918,11:29,Something I say something by I'm really looking at neuroscience.
4919,11:29,That's why I'm
4920,11:29,even start developing
4921,11:29,stuff for like the
4922,11:29,PhD work.
4923,11:29,Are you working on anything that's kind of close to you like this is how I pr
4924,11:29,Like we found some attacks and we need to give some
4925,11:29,like patches type.
4926,11:29,So how we are going to implement to overcome those attacks.
4927,11:30,So for that we are using keystroke dynamics.
4928,11:30,So I'm placing this year now becomes a King crown move backwards.
4929,11:31,Yeah.
4930,11:31,Okay.
4931,11:31,Never played.
4932,11:31,I played but I have no experience a lot of experience.
4933,11:31,You wait just
4934,11:31,yeah I play chess.
4935,11:32,So
4936,11:32,if you have a young you have to take a job.
4937,11:32,So in this scenario I only have one.
4938,11:32,Does that make sense.
4939,11:32,Okay. Yeah.
4940,11:33,Have you been to the United States before.
4941,11:33,Like The United States before.
4942,11:33,No.
4943,11:33,No.
4944,11:33,Are you planning on working in India on the United States.
4945,11:33,Working actually First I want to complete their masters and then I like to ta
4946,11:33,I want to come back again.
4947,11:33,Basically
4948,11:33,kill my refund.
4949,11:34,you're really trying to beat me on.
4950,11:34,You probably
4951,11:34,not much experienced in this game.
4952,11:36,Okay you had no more moon so that's why you can basically trapped on you pla
4953,11:36,Okay.
4954,11:36,Not seeing that scenario
4955,11:36,too long.
4956,11:36,Yeah afraid.
4957,11:36,Now
4958,11:36,now we have to annotate.
4959,11:36,Okay we need to do anything else.
4960,11:36,Yeah. So essentially go ahead and look at it.
4961,11:37,I don't know if you want to reconvene on this one I do have another game.
4962,11:37,But essentially the annotation part we're going to stop this.
4963,11:37,And hopefully
4964,11:37,show where you put the links in the Word
4965,11:37,Excel sheet.
4966,11:37,So you recorded the thing right. Yeah.
